orden;Fecha;Linea;Mensaje;Duración
5236;11.02.2019 19:34:02;E;Interrupción debido a un problema técnico en una formación;00:14:01
5237;11.02.2019 11:22:08;P;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:02:00
5238;11.02.2019 11:06:08;P;Interrupción debido a un problema técnico en una formación;00:12:00
5239;10.02.2019 08:22:11;U;Servicio limitado entre Fco. Lacroze y Martin Coronado 05:07 hs.;02:29:52
5240;10.02.2019 00:58:03;U;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:00:00
5241;10.02.2019 00:02:03;U;Interrumpida debido a la atención médica a un usuario;00:50:01
5242;08.02.2019 21:52:09;U;Ya circula con su frecuencia habitual;00:03:55
5243;08.02.2019 21:14:02;U;Con demora por falta de suministro de energía eléctrica;00:36:05
5244;08.02.2019 21:12:02;U;Ya realiza el recorrido completo entre cabeceras;00:00:00
5245;08.02.2019 20:50:02;U;Servicio limitado entre Federico Lacroze y Campo de Mayo 17:46 hs.;00:20:00
5246;08.02.2019 18:08:09;B;Ya realiza su recorrido completo entre cabeceras;00:01:55
5247;08.02.2019 17:58:03;B;Servicio limitado entre Juan Manuel de Rosas y Carlos Pellegrini;00:08:05
5248;08.02.2019 12:28:02;P;Los trenes ya se detienen en todas las estaciones;00:16:01
5249;08.02.2019 10:48:03;P;Los trenes no se detienen en Ana María Janer por obras de mejora;01:38:01
5250;08.02.2019 09:34:03;A;Ya circula con su frecuencia habitual;00:00:00
5251;08.02.2019 09:22:03;A;Servicio con demora;00:08:06
5252;08.02.2019 09:18:03;A;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:01:59
5253;08.02.2019 08:38:02;A;Interrumpida por falta de suministro de energía eléctrica;00:36:00
5254;07.02.2019 14:12:09;U;Ya circula con su frecuencia habitual;00:08:03
5255;07.02.2019 13:42:02;U;Con demora por falta de suministro de energía eléctrica debido a causas ajenas;00:26:00
5256;07.02.2019 10:20:11;E;Servicio con demora debido a un problema técnico en una formación;00:13:51
5257;07.02.2019 09:48:07;E;Ya circula con su frecuencia habitual;00:00:00
5258;07.02.2019 09:26:02;E;Servicio con demora debido a un problema técnico en una formación;00:20:05
5259;06.02.2019 23:48:02;E;Servicio con demora;00:28:07
5260;06.02.2019 23:46:09;E;Ya realiza su recorrido completo entre cabeceras;00:00:00
5261;06.02.2019 22:58:04;E;Servicio limitado entre Pza. de los Virreyes y San José;00:45:59
5262;06.02.2019 15:58:10;B;Ya realiza su recorrido completo entre cabeceras;00:05:58
5263;06.02.2019 15:48:09;B;Servicio limitado entre Juan Manuel de Rosas y Carlos Pellegrini;00:08:00
5264;05.02.2019 22:56:08;E;Ya circula con su frecuencia habitual;00:03:54
5265;05.02.2019 22:42:04;D;Los trenes no se detienen en José Hernández;02:46:03
5266;05.02.2019 21:14:08;D;Los trenes no se detienen en José Hernández;01:24:00
5267;05.02.2019 20:22:03;E;Servicio con demora debido a un problema técnico en una formación;02:32:00
5268;05.02.2019 18:52:02;C;Servicio con demora debido a un problema técnico en una formación;00:14:07
5269;05.02.2019 18:10:07;A;Los trenes ya se detienen en todas las estaciones;00:01:56
5270;05.02.2019 17:34:02;A;Los trenes no se detienen en la estación Loria;00:32:07
5271;05.02.2019 16:28:05;E;Ya circula con su frecuencia habitual;00:00:00
5272;05.02.2019 16:12:09;E;Servicio con demora debido a un problema técnico en una formación;00:13:59
5273;04.02.2019 13:40:04;E;Ya circula con su frecuencia habitual;00:03:58
5274;04.02.2019 13:28:03;E;Con demora debido a la atención médica a un usuario a bordo de formación;00:07:59
5275;04.02.2019 13:06:02;E;Ya circula con su frecuencia habitual;00:02:06
5276;04.02.2019 10:04:03;E;Servicio con demora por obras de renovación en zona de vías;03:00:05
5277;04.02.2019 09:54:09;E;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:07:53
5278;04.02.2019 09:06:08;E;Servicio interrumpido;00:43:55
5279;04.02.2019 08:42:02;E;Interrumpida En breve restablece el servicio;00:16:06
5280;03.02.2019 22:36:02;E;Servicio con demora por obras de mejora;03:12:01
5281;03.02.2019 20:28:03;E;Servicio con demora por obras de mejora;01:22:00
5282;03.02.2019 14:14:08;A;Ya realiza su recorrido completo entre cabeceras;00:14:02
5283;03.02.2019 13:02:02;A;Servicio limitado entre Lima y San Pedrito;01:04:00
5284;03.02.2019 12:22:07;E;Servicio con demora;02:11:56
5285;02.02.2019 21:40:05;E;Servicio con demora;01:10:06
5286;02.02.2019 10:16:04;B;Ya realiza su recorrido completo entre cabeceras;00:00:00
5287;02.02.2019 09:52:02;E;Ya realiza su recorrido completo entre cabeceras;00:12:00
5288;02.02.2019 09:16:02;E;Servicio limitado entre Pza. de los Virreyes y San José;00:30:01
5289;01.02.2019 20:56:08;A;Ya realiza su recorrido completo entre cabeceras;00:01:54
5290;01.02.2019 19:44:07;A;Servicio limitado entre Perú y San Pedrito;01:05:56
5291;01.02.2019 18:54:08;E;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:00:00
5292;01.02.2019 18:42:03;E;Servicio interrumpido;00:05:59
5293;01.02.2019 16:34:03;E;Interrumpida por medida de fuerza gremial;02:02:07
5294;01.02.2019 14:06:09;E;Ya circula con su frecuencia habitual;00:01:53
5295;01.02.2019 14:02:02;P;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:00:00
5296;01.02.2019 13:48:02;E;Servicio con demora;00:14:00
5297;01.02.2019 13:46:02;A;Ya realiza su recorrido completo entre cabeceras;00:00:00
5298;01.02.2019 13:46:02;E;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:00:00
5299;01.02.2019 13:40:10;A;Servicio limitado entre San Pedrito y Río de Janeiro;00:01:59
5300;01.02.2019 13:34:09;A;Con demora destino a San Pedrito;00:01:59
5301;01.02.2019 12:48:09;E;Interrumpida por medida de fuerza gremial;00:54:00
5302;01.02.2019 12:34:02;P;Interrumpida por medida de fuerza gremial;01:24:00
5303;01.02.2019 12:00:15;E;Interrupción debido a un problema técnico;00:37:52
5304;01.02.2019 11:36:02;E;Servicio limitado entre Bolívar y Entre Ríos;00:12:04
5305;01.02.2019 11:34:04;E;Servicio con demora debido a un problema técnico;00:00:00
5306;01.02.2019 10:28:04;B;Ya circula con su frecuencia habitual;00:02:03
5307;01.02.2019 10:22:02;B;Servicio con demora debido a un problema técnico en una formación;00:04:00
5308;30.01.2019 22:42:02;E;Ya circula con su frecuencia habitual;00:02:01
5309;30.01.2019 22:16:13;E;Servicio con demora;00:23:50
5310;30.01.2019 22:10:06;E;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:00:00
5311;30.01.2019 21:58:14;E;Interrupción debido a un problema técnico en una formación;00:10:01
5312;30.01.2019 21:48:03;E;Servicio con demora debido a un problema técnico en una formación;00:02:00
5313;30.01.2019 16:04:03;E;Ya circula con su frecuencia habitual;00:02:05
5314;30.01.2019 15:54:08;E;Servicio con demora debido a un problema técnico en una formación;00:07:55
5315;29.01.2019 18:46:02;B;Ya realiza su recorrido completo entre cabeceras;00:00:00
5316;29.01.2019 18:18:10;B;Servicio limitado entre Juan Manuel de Rosas y Carlos Pellegrini;00:21:59
5317;29.01.2019 13:38:08;E;Servicio con demora;00:05:54
5318;29.01.2019 13:36:08;E;Ya realiza su recorrido completo entre cabeceras;00:00:00
5319;29.01.2019 13:22:04;E;Servicio limitado entre Bolívar y Entre Ríos;00:12:03
5320;29.01.2019 11:32:09;E;Servicio limitado entre Pza. de los Virreyes y San José;00:15:53
5321;29.01.2019 11:04:02;U;Ya circula con su frecuencia habitual;00:02:00
5322;29.01.2019 10:46:09;U;Servicio con demora;00:15:53
5323;28.01.2019 22:40:10;U;Ya circula con su frecuencia habitual;00:00:00
5324;28.01.2019 21:32:08;U;Servicio con demora debido a un problema técnico;01:03:54
5325;26.01.2019 16:08:07;D;Ya circula con su frecuencia habitual;00:00:00
5326;26.01.2019 15:56:03;D;Servicio con demora debido a un problema técnico;00:09:59
5327;26.01.2019 15:32:02;D;Servicio limitado entre Catedral Y Plaza Italia;00:14:06
5328;25.01.2019 22:28:08;H;Ya realiza su recorrido completo entre cabeceras;00:00:00
5329;25.01.2019 22:22:08;H;Servicio limitado entre Córdoba y Hospitales;00:03:54
5330;25.01.2019 21:56:03;E;Ya circula con su frecuencia habitual;00:00:00
5331;25.01.2019 21:26:09;E;Servicio con demora debido a un problema técnico en una formación;00:27:53
5332;25.01.2019 18:24:02;P;Interrupción debido a un problema técnico en una formación;00:24:01
5333;25.01.2019 11:54:08;C;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:00:00
5334;25.01.2019 11:40:08;C;Interrupción debido a un problema técnico en una formación;00:11:55
5335;24.01.2019 11:38:02;P;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:02:10
5336;24.01.2019 11:10:03;P;Interrupción debido a un problema técnico en una formación;00:26:00
5337;23.01.2019 21:26:08;D;Ya circula con su frecuencia habitual;00:01:55
5338;23.01.2019 21:20:07;D;Servicio con demora debido a un problema técnico en una formación;00:04:01
5339;23.01.2019 12:54:06;C;Ya circula con su frecuencia habitual;00:00:00
5340;23.01.2019 12:38:02;C;Servicio con demora debido a un problema técnico en una formación;00:14:02
5341;23.01.2019 09:32:02;E;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:06:00
5342;23.01.2019 09:14:07;E;Interrupción debido a un problema técnico en una formación;00:15:57
5343;22.01.2019 23:36:08;B;Servicio con demora;01:07:55
5344;22.01.2019 23:34:01;D;Ya circula con su frecuencia habitual;00:00:00
5345;22.01.2019 23:32:02;B;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:01:59
5346;22.01.2019 23:28:02;U;Ya circula con su frecuencia habitual;00:00:00
5347;22.01.2019 22:16:07;U;Servicio con demora;01:10:01
5348;22.01.2019 22:12:07;U;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:02:01
5349;22.01.2019 22:08:09;D;Servicio con demora;01:23:53
5350;22.01.2019 22:06:07;A;Ya circula con su frecuencia habitual;00:02:02
5351;22.01.2019 22:04:08;D;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:01:59
5352;22.01.2019 21:42:03;A;Con demora debido a la atención médica a un usuario a bordo de formación;00:22:05
5353;22.01.2019 21:38:09;B;Interrumpida por falta de suministro de energía eléctrica debido a causas ajenas;01:51:58
5354;22.01.2019 21:38:09;D;Interrumpida por falta de suministro de energía eléctrica debido a causas ajenas;00:23:55
5355;22.01.2019 21:38:09;U;Interrupción por falta de suministro de energía eléctrica debido a causas ajenas;00:31:56
5356;22.01.2019 13:48:08;P;Los trenes ya se detienen en todas las estaciones;00:00:00
5357;22.01.2019 12:32:02;P;Por obras de mejora los trenes no se detienen en Mariano Acosta.;01:14:01
5358;22.01.2019 11:16:08;P;Por obras de mejora los trenes no se detienen en Mariano Acosta.;01:13:58
5359;21.01.2019 13:48:09;E;Ya circula con su frecuencia habitual;00:00:00
5360;21.01.2019 12:28:02;E;Servicio con demora debido a un problema técnico;01:18:01
5361;21.01.2019 10:54:06;U;Ya circula con su frecuencia habitual;00:05:59
5362;21.01.2019 10:26:02;U;Servicio con demora;00:26:03
5363;20.01.2019 11:36:02;E;Servicio con demora debido a un problema técnico en una formación;00:34:02
5364;20.01.2019 11:04:02;E;Interrupción debido a un problema técnico en una formación;00:28:00
5365;20.01.2019 00:28:09;E;Servicio limitado entre Bolívar y Entre Ríos;00:00:00
5366;20.01.2019 00:02:03;P;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:17:59
5367;19.01.2019 23:56:01;P;Interrumpida En breve restablece el servicio;00:02:07
5368;19.01.2019 23:24:02;P;Interrumpida por causas ajenas a la empresa;00:30:09
5369;19.01.2019 15:44:02;C;Servicio interrumpido;01:54:06
5370;19.01.2019 15:42:08;C;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:00:00
5371;19.01.2019 15:36:04;C;Servicio interrumpido;00:04:01
5372;19.01.2019 14:48:03;A;Ya realiza su recorrido completo entre cabeceras;00:04:00
5373;19.01.2019 09:52:02;A;Servicio limitado entre Plaza Miserere y San Pedrito;04:54:06
5374;17.01.2019 23:54:09;E;Servicio limitado entre Pza. de los Virreyes y San José;02:41:59
5375;17.01.2019 23:14:10;E;Interrupción debido a un problema técnico en una formación;00:37:52
5376;17.01.2019 22:04:09;E;Servicio limitado entre Pza. de los Virreyes y San José;01:08:01
5377;17.01.2019 19:02:10;E;Ya realiza su recorrido completo entre cabeceras;00:00:00
5378;17.01.2019 18:54:07;E;Servicio limitado entre Pza. de los Virreyes y San José;00:06:03
5379;17.01.2019 01:16:02;A;Ya realiza su recorrido completo entre cabeceras;00:02:07
5380;17.01.2019 01:08:02;A;Servicio limitado entre Plaza de Mayo y Acoyte;00:06:06
5381;17.01.2019 00:46:03;A;Servicio limitado entre Acoyte y Plaza Miserere;00:20:01
5382;17.01.2019 00:42:07;A;Servicio con demora;00:01:55
5383;16.01.2019 22:54:08;D;Ya circula con su frecuencia habitual;00:01:55
5384;16.01.2019 22:02:03;D;Servicio con demora;00:49:59
5385;16.01.2019 22:00:10;D;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:00:00
5386;16.01.2019 21:50:05;D;Interrupción debido a un problema técnico en una formación;00:07:59
5387;16.01.2019 21:46:04;D;Servicio con demora;00:02:04
5388;16.01.2019 13:10:03;B;Los trenes ya se detienen en todas las estaciones;00:05:59
5389;16.01.2019 12:42:02;B;Los trenes no se detienen en Uruguay con destino a L. N. Alem;00:26:01
5390;16.01.2019 10:42:08;B;Los trenes no se detienen en Uruguay con destino a L. N. Alem;01:57:56
5391;16.01.2019 09:42:02;B;Los trenes no se detienen en Uruguay con destino a L. N. Alem;00:58:08
5392;16.01.2019 08:42:04;B;Los trenes no se detienen en Uruguay con destino a L. N. Alem;00:58:04
5393;16.01.2019 00:02:08;B;Los trenes no se detienen en Uruguay con destino a L. N. Alem;02:09:56
5394;15.01.2019 23:46:08;B;Los trenes no se detienen en Uruguay con destino a L. N. Alem;00:14:00
5395;15.01.2019 23:34:04;B;Los trenes no se detienen en Uruguay;00:09:58
5396;15.01.2019 20:58:08;B;Con demora por factores climáticos;02:33:55
5397;15.01.2019 20:56:02;P;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:02:06
5398;15.01.2019 20:26:09;P;Interrumpida por anegamiento de vías;00:28:00
5399;15.01.2019 18:50:09;P;Ya realiza el recorrido completo entre cabeceras;00:03:59
5400;15.01.2019 18:14:03;P;Servicios limitados: Saguier - Gral. Savio y Saguier - Ana díaz;00:34:01
5401;15.01.2019 16:54:03;P;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:01:59
5402;15.01.2019 16:40:02;P;Interrupción debido a un problema técnico en una formación;00:12:01
5403;14.01.2019 11:56:03;D;Ya circula con su frecuencia habitual;00:01:59
5404;14.01.2019 10:42:08;D;Servicio con demora debido a un problema técnico;01:11:55
5405;13.01.2019 19:20:04;A;Servicio limitado entre Plaza de Mayo y Loria;01:02:00
5406;13.01.2019 19:04:02;A;Servicio interrumpido;00:14:07
5407;13.01.2019 13:18:02;B;Los trenes no se detienen en Callao con destino a L. N. Alem;03:02:02
5408;13.01.2019 13:16:08;H;Los trenes no se detienen en Santa Fe;01:01:54
5409;12.01.2019 16:38:02;B;Ya realiza su recorrido completo entre cabeceras;00:00:00
5410;12.01.2019 15:56:02;B;Servicio limitado entre L. N. Alem y Federico Lacroze;00:40:05
5411;11.01.2019 18:38:03;U;Ya circula con su frecuencia habitual;00:14:02
5412;11.01.2019 18:30:09;U;Servicio con demora debido a la atención médica a un usuario;00:05:54
5413;11.01.2019 18:26:04;U;Servicio con demora;00:01:58
5414;11.01.2019 14:54:14;P;Ya realiza su recorrido completo entre cabeceras;00:01:48
5415;11.01.2019 14:44:02;P;Único destino: Centro Cívico;00:08:12
5416;11.01.2019 00:56:02;A;Los trenes ya se detienen en todas las estaciones;00:08:01
5417;11.01.2019 00:02:02;A;Los trenes no se detienen en Congreso;00:30:00
5418;10.01.2019 23:12:07;A;Los trenes no se detienen en Congreso;00:47:56
5419;10.01.2019 21:24:02;A;Los trenes no se detienen en Congreso;01:46:05
5420;09.01.2019 20:26:02;B;Ya circula con su frecuencia habitual;00:02:01
5421;09.01.2019 20:20:02;B;Servicio con demora debido a un problema técnico en una formación;00:04:00
5422;08.01.2019 21:58:08;B;Ya circula con su frecuencia habitual;00:02:01
5423;08.01.2019 21:32:02;B;Servicio con demora debido a un problema técnico en una formación;00:24:00
5424;08.01.2019 13:14:10;U;Ya circula con su frecuencia habitual;00:02:00
5425;08.01.2019 11:12:05;U;Servicio con demora debido a un problema técnico;01:59:57
5426;07.01.2019 21:00:02;E;Servicio con demora por obras de renovación en zona de vías;02:58:00
5427;07.01.2019 17:04:02;E;Servicio con demora por obras de renovación en zona de vías;00:42:02
5428;07.01.2019 17:02:04;E;Servicio con demora;00:00:00
5429;07.01.2019 11:50:04;D;Ya realiza su recorrido completo entre cabeceras;00:02:00
5430;07.01.2019 11:46:09;D;Servicio limitado entre Catedral y J.Hernández;00:01:54
5431;06.01.2019 03:38:09;U;Servicio con demora;00:37:53
5432;06.01.2019 03:08:50;U;Interrumpida por causas ajenas a la empresa;00:25:19
5433;06.01.2019 02:44:08;U;Interrumpida debido a la atención médica a un usuario;00:00:00
